"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated"
"18768","20140815T000000",607000,3,2,2060,4080,1,0,5,7,1060,1000,NA,0
"18769","20140702T000000",2150000,3,3.5,4660,5500,2,0,5,10,3040,1620,1909,0
"18770","20140910T000000",585000,4,2.5,2370,15200,1,0,3,8,1660,710,1975,0
"18771","20140619T000000",1030000,3,2.5,2430,10500,2,0,3,9,2430,0,1989,0
"18772","20140612T000000",315000,3,2.5,1880,7000,2,0,3,8,1880,0,1993,0
"18773","20141021T000000",180000,2,1,1150,5695,1,0,4,6,1150,0,1958,0
"18774","20140513T000000",322500,3,2,1350,14200,1,0,3,7,1350,0,1989,0
"18775","20140602T000000",568500,3,2.75,2180,7519,1,0,4,7,1310,870,1981,0
"18776","20140611T000000",813000,4,2.75,3370,6675,1,0,4,8,1920,1450,1948,0
"18777","20150414T000000",1090000,5,2.25,3650,13068,1,0,4,10,1850,1800,1976,0
"18778","20140626T000000",424000,4,2,2100,4857,2,0,3,8,2100,0,1965,1984
"18779","20140717T000000",235000,2,1,670,5600,1,0,3,6,670,0,1903,0
"18780","20140929T000000",740000,3,3.5,2420,4000,2,0,5,9,1820,600,1907,0
"18781","20140813T000000",415000,1,1,760,3000,1,0,3,7,760,0,1900,0
"18782","20140522T000000",432000,3,2.75,2200,14925,1,0,3,6,1100,1100,1982,0
"18783","20150504T000000",1270000,5,3.25,4410,35192,2,0,3,12,3880,530,1990,0
"18784","20140915T000000",676500,3,1.75,1300,2446,1,0,3,8,880,420,1961,0
"18785","20141120T000000",419000,2,1,720,4592,1,0,4,6,720,0,1943,0
"18786","20150320T000000",650000,3,2.5,2180,37042,2,0,3,9,2180,0,1998,0
"18787","20140822T000000",239000,2,1,1130,15190,1,0,4,7,1130,0,1954,0
"18788","20140709T000000",9e+05,4,2.5,2230,4372,2,0,5,8,1540,690,1935,0
"18789","20150428T000000",330000,5,1.75,2100,7347,1,0,3,7,1070,1030,1981,0
"18790","20141204T000000",510000,3,1.75,2060,58341,1,0,3,8,1100,960,1982,0
"18791","20140627T000000",465000,4,2.5,3060,6000,2,0,3,9,3060,0,2012,0
"18792","20140623T000000",1700000,3,2.75,2810,18731,2,1,4,10,2810,0,1974,0
"18793","20140827T000000",490000,3,2.25,2550,8588,1,0,3,9,2550,0,1989,0
"18794","20140709T000000",2680000,5,3,4290,20445,2,0,4,11,4290,0,1985,0
"18795","20141130T000000",1e+06,3,2.25,3040,52302,1,0,3,9,3040,0,2005,0
"18796","20140708T000000",469950,4,2.75,2530,14178,2,0,3,8,2530,0,1997,0
"18797","20140509T000000",536000,3,1.75,1300,5413,1.5,0,3,7,1300,0,1925,1992
"18798","20150305T000000",244950,4,2.5,1790,19177,1,0,4,7,1790,0,1966,0
"18799","20150417T000000",575000,3,1,1530,2400,1,0,4,7,890,640,1928,0
"18800","20150325T000000",361000,5,2.75,2380,7500,1,0,3,7,1300,1080,1984,0
"18801","20150327T000000",650000,5,2.25,2400,13450,1,0,5,7,1200,1200,1957,0
"18802","20150323T000000",230005,2,1,1030,6000,1,0,2,7,830,200,1951,0
"18803","20140527T000000",293000,4,2.5,3250,235063,1,0,3,9,3250,0,1973,0
"18804","20140516T000000",445000,3,3,1970,24318,1,0,3,8,1970,0,2010,0
"18805","20140814T000000",280000,4,1.5,1940,6386,1,0,3,7,1140,800,1954,0
"18806","20140716T000000",520000,3,2.25,1850,10855,1,0,3,8,1370,480,1985,0
"18807","20140805T000000",780000,4,3.25,3900,40962,2,0,3,10,3900,0,1991,0
"18808","20140709T000000",625000,3,1.75,3160,76230,1,0,4,8,2160,1000,1978,0
"18809","20150410T000000",239950,3,1.75,1440,7200,1,0,3,7,1440,0,1986,0
"18810","20140616T000000",335000,3,1.5,2040,6000,1,0,3,7,1340,700,1957,0
"18811","20150417T000000",612000,3,2.5,2120,7401,2,0,3,8,2120,0,1989,0
"18812","20140804T000000",2e+05,2,1,830,8000,1,0,3,6,830,0,1954,0
"18813","20140710T000000",345000,3,1.75,3140,8571,1,0,4,8,1670,1470,1985,0
"18814","20150128T000000",520000,4,2.5,2410,6440,1,0,3,8,1550,860,1974,0
"18815","20140618T000000",855000,4,2.25,NA,4080,2,0,3,8,1800,390,1918,0
"18816","20150507T000000",567500,4,1.75,2190,5060,1,0,3,7,1190,1000,1950,0
"18817","20141110T000000",208000,3,1.5,1210,7247,1,0,4,7,1210,0,1967,0
"18818","20140821T000000",452000,3,1.75,1880,16239,1,0,3,7,880,1000,1922,0
"18819","20140728T000000",555000,3,3,2410,12183,2,0,3,9,2410,0,1988,0
"18820","20140905T000000",519000,5,2.75,2620,8861,1,0,5,8,1350,1270,NA,0
"18821","20141203T000000",474950,3,2.25,1850,2575,2,0,3,9,1850,0,2013,0
"18822","20150121T000000",419000,3,2.25,1760,16418,1,0,3,7,1190,570,1990,0
"18823","20140911T000000",390000,2,1,860,1800,1,0,3,7,860,0,1909,0
"18824","20141020T000000",539000,7,2.25,2620,6890,2,0,4,7,2620,0,1961,0
"18825","20140801T000000",569000,4,1.75,2400,21196,1,0,5,8,1590,810,NA,0
"18826","20141208T000000",611000,3,1,1850,5000,1.5,0,3,7,1850,0,1922,0
"18827","20141028T000000",760000,3,2.5,4040,147856,2,0,3,9,4040,0,2004,0
"18828","20140518T000000",732000,3,2,1940,55756,1,0,5,9,1940,0,1954,0
"18829","20140708T000000",1680000,3,2.5,3490,8343,2,1,4,9,2150,1340,1939,1991
"18830","20140903T000000",919950,5,2.75,3170,7062,2,0,3,9,3170,0,2014,0
"18831","20140610T000000",4e+05,4,2.5,2530,7563,1,0,3,7,1440,1090,1978,0
"18832","20140729T000000",785000,4,2.5,3230,21781,2,0,3,9,3230,0,1993,0
"18833","20140629T000000",835000,3,2.25,2120,54014,2,0,4,9,2120,0,1964,0
"18834","20150211T000000",640500,2,1.75,1640,6750,1,0,4,8,1340,300,NA,0
"18835","20150316T000000",310000,4,2.5,2130,9013,2,0,3,8,2130,0,1988,0
"18836","20141016T000000",355000,4,1,1440,7215,1.5,0,3,7,1440,0,1969,0
"18837","20140529T000000",685000,3,1.75,1940,7313,1,0,4,8,1440,500,1960,0
"18838","20141017T000000",202500,3,1,1120,8576,1,0,3,6,1120,0,1943,0
"18839","20150505T000000",540000,3,2.5,2400,5817,2,0,3,8,2400,0,1998,0
"18840","20141117T000000",295000,4,2.5,1810,4871,2,0,3,8,1810,0,1999,0
"18841","20150424T000000",518000,3,1,1270,6612,1.5,0,3,7,1270,0,1927,0
"18842","20150501T000000",250000,2,1.75,1350,4023,1,0,3,7,1350,0,2005,0
"18843","20140508T000000",330000,2,2,1550,435600,1.5,0,2,7,1550,0,1972,0
"18844","20141121T000000",481000,2,1,1620,3880,1,0,4,7,920,700,1924,0
"18845","20141023T000000",898000,3,2.25,2650,12845,1,0,3,9,1770,880,1977,0
"18846","20140804T000000",570000,5,1.75,2510,9750,1.5,0,3,8,2510,0,1969,0
"18847","20150307T000000",475000,4,2.5,2040,16200,2,0,3,8,2040,0,1997,0
"18848","20150209T000000",265000,3,2.5,1660,5250,2,0,4,8,1660,0,1988,0
"18849","20140918T000000",380000,3,2.5,1980,17342,2,1,3,10,1580,400,1984,0
"18850","20140819T000000",790000,4,2.5,2690,8036,2,0,4,9,2690,0,1987,0
"18851","20150312T000000",620000,2,2.25,2910,6110,2,0,4,9,2910,0,1985,0
"18852","20140819T000000",709050,4,3.5,2720,9000,2,0,3,8,2670,50,1997,0
"18853","20140806T000000",296500,3,1,1280,5100,1,0,3,7,1280,0,1948,0
"18854","20140813T000000",475000,3,2.5,2160,35912,2,0,3,8,2160,0,1982,0
"18855","20141022T000000",440000,3,2.25,1760,10835,1,0,4,8,1290,470,1976,0
"18856","20141208T000000",405000,2,1,800,6016,1,0,3,6,800,0,1942,0
"18857","20150513T000000",269500,2,1,930,4000,1,0,3,6,730,200,1943,0
"18858","20141119T000000",520000,5,1.75,2040,5280,1,0,4,7,1020,1020,1961,0
"18859","20140804T000000",229500,1,1,1180,22000,1,0,3,6,1180,0,1948,0
"18860","20141009T000000",335000,4,1.75,2000,10890,1,0,4,7,1390,610,1961,0
"18861","20141021T000000",680000,4,2.75,3310,50951,2,0,3,9,3310,0,1998,0
"18862","20150313T000000",1390000,4,3.5,3130,3900,2,0,3,9,2550,580,2008,0
"18863","20141215T000000",740000,4,2.5,2300,9900,1,0,3,8,1600,700,1961,0
"18864","20150317T000000",270000,3,2.25,2140,9990,1,0,4,8,2140,0,1962,0
"18865","20150504T000000",510000,4,2,2210,5572,1.5,0,NA,7,1760,450,1911,0
"18866","20140521T000000",3e+05,2,1,970,13700,1,0,3,6,970,0,1949,0
"18867","20150323T000000",1300000,5,2.25,2690,10800,1,0,4,8,2020,670,1956,0
"18868","20140819T000000",675000,4,2,1890,5188,1.5,0,4,7,1670,220,1940,0
"18869","20141104T000000",925850,6,3.25,3140,14923,2,0,3,10,3140,0,1991,0
"18870","20140718T000000",255500,2,1,1440,43560,1,0,4,7,1150,290,1965,0
"18871","20140514T000000",450000,3,2.5,2910,17172,2,0,3,10,2910,0,1989,0
"18872","20141105T000000",280000,3,1,1310,22652,1,0,3,7,1310,0,1968,0
"18873","20150105T000000",245000,4,2.25,2140,8800,2,0,4,7,2140,0,1963,0
"18874","20150317T000000",344950,3,1,1090,6712,1,0,4,7,1090,0,1972,0
"18875","20140811T000000",381000,3,1.75,1330,7216,1,0,3,7,1330,0,1969,0
"18876","20141230T000000",1950000,4,4,4690,6900,2,0,3,11,3480,1210,2001,0
"18877","20150211T000000",1500000,3,1.5,1910,21374,1,0,1,8,1910,0,1955,0
"18878","20140619T000000",232603,3,1.75,1750,11461,2,0,4,7,1750,0,1976,0
"18879","20141212T000000",220000,5,2.5,1760,10200,1.5,0,3,6,1760,0,1925,0
"18880","20140811T000000",6e+05,4,1.75,1810,7700,1,0,5,8,1390,420,1977,0
"18881","20141105T000000",239000,3,2.5,1360,5754,2,0,3,7,1360,0,1994,0
"18882","20140826T000000",4e+05,3,1.75,1730,9211,1,0,3,8,1730,0,1961,0
"18883","20140708T000000",2180000,6,2.75,4710,11000,2,0,3,10,3690,1020,1931,0
"18884","20140908T000000",350000,3,1,1010,8551,1,0,5,7,1010,0,1953,0
"18885","20140905T000000",562000,3,2.5,2400,97138,2,0,5,8,2400,0,NA,0
"18886","20140910T000000",380000,3,1.5,1540,8400,1,0,5,7,1540,0,1968,0
"18887","20141015T000000",511200,4,1.75,1480,7875,1,0,3,7,740,740,1927,0
"18888","20141014T000000",680000,4,2.5,2520,5000,2,0,3,9,2520,0,2004,0
"18889","20140726T000000",350000,3,3.25,1210,941,2,0,3,8,1000,210,2002,0
"18890","20150219T000000",410000,5,2.5,2670,184140,1,0,3,8,1410,1260,1980,0
"18891","20140522T000000",1050000,4,2.5,3030,12590,1.5,0,4,10,3030,0,1988,0
"18892","20141028T000000",391265,3,2,1440,3900,1,0,3,8,1440,0,2002,0
"18893","20140626T000000",1410000,4,2.25,3250,16684,2,0,3,9,3250,0,1979,0
"18894","20150428T000000",575000,3,2,1750,5750,1,0,5,7,870,880,1956,0
"18895","20150508T000000",316000,4,1.5,2120,46173,2,0,3,7,2120,0,1974,0
"18896","20150416T000000",165000,3,1,1050,5156,1.5,0,3,7,1050,0,1919,0
"18897","20140812T000000",850000,3,2.25,1950,3600,1.5,0,5,8,1430,520,1911,0
"18898","20140804T000000",210000,3,1,NA,6000,1,0,3,5,1020,0,1900,0
"18899","20140824T000000",325000,4,2.5,1820,9161,1,0,4,7,1220,600,1975,0
"18900","20150407T000000",682000,4,2.5,2390,53941,2,0,3,8,2390,0,1989,0
"18901","20140718T000000",430000,3,2.5,1400,7508,2,0,4,7,1400,0,1987,0
"18902","20141125T000000",325500,3,1.5,1540,8110,1,0,4,7,1190,350,1959,0
"18903","20140720T000000",385000,3,1.75,2370,6360,1,0,3,7,1280,1090,1954,0
"18904","20150323T000000",435000,1,1,670,1800,1,0,5,6,670,0,1905,0
"18905","20140721T000000",550000,4,1,2420,15520,2,0,4,7,2420,0,1945,0
"18906","20141009T000000",4e+05,3,1,1000,7800,1,0,4,6,860,140,1930,0
"18907","20140721T000000",503000,4,2.75,2100,7350,1,0,5,7,1240,860,1978,0
"18908","20140819T000000",676000,4,2.5,2800,5368,2,0,3,8,2800,0,2003,0
"18909","20141113T000000",180000,3,1,940,11055,1.5,0,4,7,940,0,1959,0
"18910","20140611T000000",234000,3,2,NA,5280,1.5,0,5,6,1640,0,1910,0
"18911","20140512T000000",734200,4,2.5,2760,5000,1.5,0,5,7,1680,1080,1928,0
"18912","20140729T000000",920000,3,3.25,3660,66211,2,0,3,10,3660,0,2003,0
"18913","20140616T000000",1920000,4,2.5,3070,34412,1,0,4,9,2070,1000,1950,0
"18914","20141209T000000",224000,3,1.75,1100,10125,1,0,4,7,1100,0,1969,0
"18915","20150408T000000",1400000,3,2.75,3130,19530,1,1,3,8,1690,1440,1947,1984
"18916","20140919T000000",185000,3,1,1320,7155,1,0,4,6,1320,0,1961,0
"18917","20140818T000000",554600,3,1.75,1470,5000,1.5,0,5,7,1470,0,1900,0
"18918","20140825T000000",268000,3,1.75,1480,8009,1,0,3,7,980,500,1980,0
"18919","20140915T000000",675000,4,2.25,2260,8715,1,0,NA,8,1530,730,1976,0
"18920","20140711T000000",620000,4,2.25,2210,10039,1,0,4,8,1710,500,1967,0
"18921","20140521T000000",396450,3,1.75,1540,12446,1,0,5,8,1540,0,1967,0
"18922","20140820T000000",565000,5,1.75,1910,9720,1,0,4,7,1390,520,1955,0
"18923","20140824T000000",410000,3,1.75,1760,3520,1,0,3,7,1160,600,1966,0
"18924","20140519T000000",1190000,4,3,2240,6000,1.5,0,4,8,1270,970,1914,0
"18925","20140821T000000",716125,3,2.25,2110,7279,1,0,4,9,2110,0,1984,0
"18926","20140521T000000",225000,2,1,1396,111949,1,0,3,7,1396,0,1940,1997
"18927","20140711T000000",640000,4,2.75,3040,7274,2,0,3,9,2320,720,1986,0
"18928","20140910T000000",374000,2,1,1140,5650,1,0,3,6,980,160,1920,0
"18929","20150415T000000",415000,4,2,1780,12161,1,0,5,7,1160,620,1950,0
"18930","20140819T000000",592500,4,2.5,3370,35150,1,0,5,8,1770,1600,1993,0
"18931","20140904T000000",365000,3,2.5,1484,1761,3,0,3,7,1484,0,2003,0
"18932","20140914T000000",6e+05,4,2.5,2230,12753,1,0,4,7,1180,1050,1981,0
"18933","20141216T000000",465000,4,2.5,2820,39413,2,0,4,9,2820,0,1989,0
"18934","20150422T000000",254999,3,1,1580,7560,1,0,4,7,1000,580,1976,0
"18935","20140916T000000",279000,4,2.5,2040,8076,2,0,3,7,2040,0,1994,0
"18936","20141231T000000",460000,3,2.5,2720,40813,2,0,3,8,2720,0,2001,0
"18937","20140728T000000",507000,4,2.25,1490,956,2,0,3,7,1020,470,2005,0
"18938","20140520T000000",291000,3,1.75,1560,9788,1,0,3,7,1560,0,1964,0
"18939","20141202T000000",350000,2,1.5,830,1077,2,0,3,7,830,0,2006,0
"18940","20141129T000000",90000,3,1,980,2490,2,0,4,6,980,0,1969,0
"18941","20140806T000000",329000,3,1.75,1980,7000,1,0,4,8,1360,620,1977,0
"18942","20140814T000000",909000,4,2.5,3680,11648,2,0,3,10,3680,0,1986,0
"18943","20141015T000000",187000,2,1,NA,5400,1,0,4,5,860,0,1953,0
"18944","20140709T000000",580000,3,1.75,1850,5100,1,0,3,7,1020,830,1909,0
"18945","20140903T000000",345000,3,2.5,1620,5992,2,0,3,7,1620,0,2001,0
"18946","20140515T000000",497000,4,2.5,2240,7200,2,0,3,8,2240,0,1995,0
"18947","20140815T000000",345000,3,1,1010,3060,1.5,0,3,6,1010,0,1904,0
"18948","20141119T000000",313500,3,1.75,1610,7350,1,0,3,8,1610,0,1974,0
"18949","20150402T000000",910000,3,2.5,2720,7250,2,0,3,9,2720,0,1990,0
"18950","20140604T000000",399950,3,1.5,2080,5244,1,0,3,7,1190,890,1959,0
"18951","20140527T000000",268000,4,2,1930,6600,1,0,4,7,1030,900,1967,0
"18952","20141229T000000",559000,4,1.75,2250,8458,1,0,3,8,1450,800,1954,0
"18953","20140709T000000",309000,3,2.25,1980,8755,1,0,4,7,1300,680,1963,0
"18954","20140609T000000",410000,3,2.5,1960,4400,2,0,3,7,1960,0,2006,0
"18955","20140520T000000",259000,3,1,1320,8625,1,0,4,7,1320,0,1957,0
"18956","20141124T000000",950000,5,2,2940,5500,2,0,4,9,2340,600,1909,0
"18957","20141202T000000",320000,4,1,1460,7200,1.5,0,4,7,1460,0,1955,0
"18958","20150413T000000",1150000,4,2.5,2330,30122,1,0,3,8,1490,840,1951,0
"18959","20141124T000000",394250,3,2,2620,10107,1,0,3,7,2620,0,1982,0
"18960","20141106T000000",315000,1,1,700,3876,1,0,3,6,700,0,1910,0
"18961","20141224T000000",480000,2,2,1140,12000,1,0,3,6,1140,0,1943,0
"18962","20140804T000000",556000,3,2.5,2750,35440,2,0,3,9,2750,0,1994,0
"18963","20141027T000000",450000,3,2.5,2480,5647,2,0,NA,7,2480,0,2002,0
"18964","20141001T000000",420000,3,1.5,1130,5413,1,0,3,7,940,190,1946,0
"18965","20150317T000000",890000,6,3.75,2770,5000,1,0,3,8,1870,900,1969,0
"18966","20141006T000000",295000,4,2,1710,8814,1,0,5,7,1030,680,1975,0
"18967","20140911T000000",410000,4,2.25,2150,27345,2,0,5,8,2150,0,1976,0
"18968","20140611T000000",308900,3,2.5,2250,7294,2,0,3,8,2250,0,1994,0
"18969","20141022T000000",1160000,4,2.5,2960,26742,1,0,3,8,1480,1480,1949,1996
"18970","20150128T000000",665000,2,2.5,2300,6984,1,0,3,8,2300,0,2006,0
"18971","20140903T000000",577000,3,1.75,1740,5500,1,0,5,7,970,770,1953,0
"18972","20140917T000000",959000,3,2.5,2830,3750,3,0,3,10,2830,0,2014,0
"18973","20140626T000000",471000,2,1.75,1240,6417,1,0,5,7,1240,0,1924,0
"18974","20150421T000000",560000,3,2.5,2180,7169,2,0,3,8,2180,0,1990,0
"18975","20140514T000000",955000,5,2.25,2510,9887,2,0,3,8,2510,0,1972,0
"18976","20140620T000000",1240000,7,5.5,6630,13782,2,0,3,10,4930,1700,2004,0
"18977","20141231T000000",579000,3,2.5,2300,18540,1,0,3,8,1800,500,1961,0
"18978","20150428T000000",335000,4,2.25,3220,7889,2,0,3,8,3220,0,1978,0
"18979","20140915T000000",485000,3,2.5,2270,7887,2,0,3,8,2270,0,2004,0
"18980","20140702T000000",552000,3,2.5,1840,9900,1,0,3,9,1840,0,1978,0
"18981","20140714T000000",950000,4,3.25,3820,15293,2,0,3,10,3820,0,2003,0
"18982","20150316T000000",203700,3,2,1660,7958,1,0,3,7,1130,530,1983,0
"18983","20140709T000000",412000,4,3.5,3360,9767,2,0,3,9,2450,910,1990,0
"18984","20150106T000000",237500,3,2,1350,8960,1,0,4,7,1350,0,1986,0
"18985","20140815T000000",866800,4,3.5,NA,5000,2,0,3,9,2200,770,2001,0
"18986","20150310T000000",425000,3,1,1000,5100,1,0,NA,7,860,140,1946,0
"18987","20140625T000000",2e+05,3,2,1190,6833,1,0,3,7,1190,0,1995,0
"18988","20140929T000000",280000,3,1.75,1670,6034,1,0,3,7,990,680,1957,0
"18989","20141126T000000",140000,3,1.5,1200,2002,2,0,3,8,1200,0,1966,0
"18990","20141114T000000",370000,5,2.5,2250,10400,1,0,3,8,1280,970,1973,0
"18991","20140916T000000",550000,2,0.75,1040,4000,1,0,3,7,930,110,1909,0
"18992","20140702T000000",1410000,2,2.5,3180,9400,2,0,5,10,2610,570,1985,0
"18993","20150322T000000",1510000,2,2.5,3180,9400,2,0,5,10,2610,570,1985,0
"18994","20140528T000000",510000,4,1.5,2040,8800,1,0,4,7,1020,1020,1961,0
"18995","20140716T000000",351000,3,1,1160,10518,1,0,3,7,1160,0,1960,0
"18996","20150325T000000",210000,3,1,880,10800,1,0,3,6,880,0,1942,0
"18997","20150507T000000",449999,4,1.75,2290,36900,1.5,0,5,7,1690,600,1938,0
"18998","20140519T000000",137000,3,1,950,7620,1,0,3,6,950,0,1954,0
"18999","20141217T000000",270000,3,1,1010,14510,1,0,5,7,1010,0,1974,0
"19000","20141229T000000",540000,3,2.5,3100,100188,1,0,4,7,1820,1280,1981,0
"19001","20141205T000000",565000,5,3,2560,12480,1,0,3,8,1590,970,2012,0
"19002","20150409T000000",940000,4,1.5,2430,3600,2.5,0,3,8,2430,0,1980,0
"19003","20140616T000000",385000,2,1,830,26329,1,1,4,6,830,0,1928,0
"19004","20140822T000000",4e+05,3,3,2090,7634,1,0,3,8,1450,640,2001,0
"19005","20150321T000000",365000,3,2,2030,8649,1,0,3,7,2030,0,1998,0
"19006","20140522T000000",353250,2,1,1060,1600,2,0,3,7,1060,0,1979,0
"19007","20150429T000000",455000,2,1.5,1090,6750,1,0,3,7,950,140,1942,0
"19008","20140527T000000",475000,4,3.5,3400,234352,2,0,3,8,2500,900,1991,0
"19009","20141124T000000",571500,4,1.75,1920,7455,1,0,4,7,960,960,1939,1964
"19010","20150328T000000",441000,2,1,1150,3000,1,0,3,6,780,370,1915,0
"19011","20150213T000000",810000,6,2.75,3970,9500,1,0,4,10,2180,1790,1970,0
"19012","20150409T000000",550000,3,2.25,1880,11556,2,0,3,8,1880,0,1987,0
"19013","20140702T000000",736000,2,1,1500,4000,1,0,3,8,1100,400,1933,0
"19014","20150224T000000",375000,3,1.75,2190,17550,1,0,3,7,2190,0,1989,0
"19015","20150205T000000",717500,3,2.5,2530,9932,2,0,3,8,2530,0,1995,0
"19016","20141121T000000",581000,2,1.75,1930,11200,1,0,3,8,1430,500,1951,0
"19017","20140725T000000",629000,3,2,1510,4560,2,0,4,7,1510,0,1909,1995
"19018","20140911T000000",3800000,3,4.25,5510,35000,2,0,3,13,4910,600,1997,0
"19019","20141208T000000",225000,3,2,1100,5200,1,0,3,6,1100,0,1969,2014
"19020","20140618T000000",315000,3,2.5,1730,6368,2,0,3,7,1730,0,1993,0
"19021","20150310T000000",425000,3,2.5,1480,1386,3,0,3,8,1480,0,2005,0
"19022","20140625T000000",346500,3,1,1150,11802,1,0,4,7,1150,0,1932,1958
"19023","20150105T000000",550000,3,2.25,1950,26500,1,0,4,8,1570,380,1965,0
"19024","20150209T000000",565000,3,1.75,2380,10450,1,0,3,8,1400,980,1977,0
"19025","20141224T000000",1e+06,4,2,3100,8000,1.5,0,5,7,2040,1060,1939,0
"19026","20140805T000000",4e+05,2,2,2010,3797,1.5,0,3,7,1450,560,1922,2004
"19027","20141121T000000",724950,4,2,2270,5760,2,0,4,8,2270,0,1909,0
"19028","20140708T000000",623000,3,1.75,2050,16313,1,0,2,8,2050,0,1973,0
"19029","20140624T000000",295000,2,1,650,5400,1,0,3,6,650,0,1950,0
"19030","20140521T000000",7e+05,4,3.25,2780,7875,2,0,3,9,2780,0,2006,0
"19031","20150408T000000",482000,2,1.5,1300,1229,2,0,3,8,1160,140,2000,0
"19032","20140821T000000",770000,3,2.5,2730,11380,2,0,3,10,2730,0,1995,0
"19033","20141017T000000",310000,4,2.5,3140,22100,1,0,4,8,1820,1320,1960,0
"19034","20140708T000000",720000,4,2.25,2410,8400,2,0,5,8,2410,0,1965,0
"19035","20150319T000000",355000,3,1,1180,5965,1.5,0,4,6,1180,0,1928,0
"19036","20140729T000000",512000,4,2.5,2600,4506,2,0,3,9,2600,0,2005,0
"19037","20141216T000000",303000,2,1.5,1400,1650,3,0,3,7,1400,0,1999,0
"19038","20140618T000000",299000,5,2.5,2220,9360,1,0,4,7,1110,1110,1968,0
"19039","20140623T000000",285000,3,2.5,1660,6263,2,0,3,8,1660,0,2003,0
"19040","20140924T000000",680000,3,1.75,2330,9652,1,0,4,8,1590,740,1968,0
"19041","20140902T000000",285000,4,1.75,1440,6720,1,0,5,6,720,720,1954,0
"19042","20141125T000000",707000,4,2.25,2920,17023,1,0,4,9,1690,1230,1977,0
"19043","20140507T000000",690000,3,2,1760,6428,1,0,4,7,980,780,1942,0
"19044","20150422T000000",872000,4,2.25,2860,40284,2,0,NA,10,2860,0,1983,0
"19045","20141104T000000",290000,4,1.75,2090,12750,1,0,3,8,1360,730,1967,0
"19046","20150417T000000",425000,4,1.75,1910,16785,1,0,4,7,1110,800,1981,0
"19047","20150126T000000",925000,3,2.75,NA,10558,1,0,4,9,2040,1240,1979,0
"19048","20141219T000000",340500,3,1,1770,12458,1,0,3,7,1770,0,1957,0
"19049","20141121T000000",365000,2,1,920,6600,1,0,4,6,920,0,1910,0
"19050","20140710T000000",725000,3,1.75,1690,8489,1,0,4,7,1690,0,1959,0
"19051","20140702T000000",811000,3,3,2470,7410,2,0,5,8,1860,610,1977,0
"19052","20141210T000000",299000,3,1,1040,9514,1,0,4,7,1040,0,1969,0
"19053","20150421T000000",287500,4,2,1220,9147,1,0,5,7,1220,0,1953,0
"19054","20140520T000000",879950,4,2.25,3500,13875,1,0,4,9,1830,1670,1938,0
"19055","20141110T000000",135900,2,1,760,3800,1,0,3,6,760,0,1950,0
"19056","20140512T000000",1230000,4,2.25,3070,16028,1,0,3,9,1870,1200,1976,0
"19057","20141017T000000",522500,4,1.75,2100,6480,1,0,5,7,1300,800,1947,0
"19058","20150312T000000",399500,4,1.5,1660,6617,1,0,5,7,1660,0,1947,0
"19059","20150504T000000",450000,3,1,1430,5960,1.5,0,4,7,1430,0,1917,0
"19060","20141027T000000",218000,4,1,1620,17500,1,0,3,7,1620,0,1962,0
"19061","20150327T000000",289999,3,2,1490,9285,1,0,3,8,1490,0,1995,0
"19062","20150224T000000",540000,2,1,1170,4750,1,0,3,6,1170,0,1903,0
"19063","20140725T000000",324950,3,1,1240,7500,1,0,4,7,1240,0,1976,0
"19064","20140613T000000",718500,3,2,2910,6600,2,0,4,7,1920,990,1900,1988
"19065","20140709T000000",495000,3,2,2660,192099,1,0,4,9,2660,0,1964,0
"19066","20140521T000000",260000,6,2,2220,8797,1,0,3,7,2220,0,1977,0
"19067","20140502T000000",430000,4,1.5,1920,10000,1,0,4,7,1070,850,1954,0
"19068","20140603T000000",402500,3,3.25,2780,4002,2,0,3,8,2780,0,NA,0
"19069","20140811T000000",1420000,4,3,3110,4408,2.5,0,4,10,2510,600,1931,0
"19070","20141028T000000",275000,3,2.25,1820,9766,1,0,4,7,1450,370,1987,0
"19071","20140603T000000",250000,3,2.25,1765,7652,2,0,3,7,1765,0,1996,0
"19072","20140523T000000",665000,3,2.75,1800,9550,1,0,4,7,1320,480,1966,0
"19073","20150203T000000",425000,3,2.5,2650,144183,1,0,3,8,2650,0,1967,0
"19074","20140722T000000",760000,2,1,1410,3600,1.5,0,4,7,1310,100,1925,0
"19075","20140814T000000",447000,3,2.5,1650,3076,2,0,3,7,1650,0,2003,0
"19076","20140708T000000",205000,3,1,1180,8240,1,0,4,7,1180,0,1967,0
"19077","20140506T000000",191000,3,1.5,800,8850,1,0,4,6,800,0,1959,0
"19078","20150316T000000",350000,2,1.75,1430,7921,1,0,3,7,1430,0,1983,0
"19079","20150330T000000",789888,5,3.5,3300,7860,2,0,3,9,2410,890,2001,0
"19080","20150323T000000",443000,2,1,1220,10170,1,0,3,7,980,240,1948,0
"19081","20140929T000000",695000,4,3.5,3530,7202,2,0,3,9,2660,870,2000,0
"19082","20150213T000000",560000,4,2,1380,4048,1.5,0,4,7,1380,0,1906,0
"19083","20140714T000000",550000,3,1.75,1410,5000,1,0,4,7,810,600,1923,0
"19084","20140724T000000",850000,2,2.5,3360,6750,2,0,3,9,3360,0,2004,0
"19085","20150420T000000",352750,4,2.75,2270,24237,1,0,4,7,1360,910,1977,0
"19086","20140818T000000",550000,4,2.5,2890,9045,2,0,3,8,2890,0,2001,0
